"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","FirstEvent","kfold"
17,157,52,1,0,0,0,0,"Athletics","Women's 100m","#377EB8",15,"Women's 100m",3
32,165,61,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",8
23,176,70,1,0,0,0,0,"Sailing","Women's 470","#984EA3",17,"Women's 470",1
29,177,69,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",7
26,185,82,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",5
28,178,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33",18,"Men's 96kg Greco-Roman",3
22,203,103,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",9
35,183,73,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A",15,"Men's Singles",8
20,168,61,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",1
23,178,84,0,0,0,0,0,"Wrestling","Men's 96kg Freestyle","#FFFF33",18,"Men's 96kg Freestyle",7
34,184,73,0,0,0,0,0,"Sailing","Men's RS-X","#984EA3",17,"Men's RS-X",6
24,174,64,1,0,1,0,1,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3",16,"Women's Individual Foil",3
23,185,73,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
29,185,75,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8",15,"Men's Long Jump",1
21,166,63,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
25,173,68,1,0,0,0,0,"Tennis","Women's Doubles","#E41A1C",18,"Women's Doubles",3
26,176,84,0,0,0,0,0,"Wrestling","Men's 84kg Greco-Roman","#FFFF33",18,"Men's 84kg Greco-Roman",2
29,178,98,0,1,0,0,1,"Archery","Men's Individual, Men's Team","#E41A1C",15,"Men's Individual",3
25,174,63,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",8
34,174,53,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",7
39,165,57,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",3
25,168,61,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",8
27,166,60,1,0,0,0,0,"Diving","Women's 3m Springboard, Women's Synchronised 3m Springboard","#377EB8",16,"Women's 3m Springboard",1
28,175,95,1,0,0,0,0,"Athletics","Women's Discus Throw","#377EB8",15,"Women's Discus Throw",3
26,174,66,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",10
27,193,93,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",1
24,179,72,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",3
27,179,70,0,0,0,0,0,"Diving","Men's 10m Platform","#377EB8",16,"Men's 10m Platform",4
23,170,60,0,1,0,0,1,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",6
25,165,60,1,0,0,0,0,"Shooting","Women's Trap","#FF7F00",17,"Women's Trap",4
24,177,66,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C",16,"Women's Team Pursuit",8
29,165,52,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",1
31,202,80,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",4
23,164,55,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",9
20,169,62,1,0,0,0,0,"Swimming","Women's 100m Butterfly, Women's 200m Butterfly","#FFFF33",17,"Women's 100m Butterfly",1
27,178,75,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3",16,"Men's Individual Foil",3
22,181,67,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",6
20,186,78,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33",17,"Men's 100m Breaststroke",3
22,183,68,0,0,0,0,0,"Archery","Men's Individual","#E41A1C",15,"Men's Individual",5
40,174,75,0,0,0,0,0,"Archery","Men's Individual","#E41A1C",15,"Men's Individual",10
20,165,54,1,0,0,0,0,"Swimming","Women's 100m Breaststroke","#FFFF33",17,"Women's 100m Breaststroke",9
22,173,75,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",3
25,179,73,1,0,0,0,0,"Swimming","Women's 4x100m Medley Relay","#FFFF33",17,"Women's 4x100m Medley Relay",4
22,168,56,1,0,0,0,0,"Badminton","Mixed Doubles","#4DAF4A",15,"Mixed Doubles",7
32,165,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
29,179,82,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628",17,"Men's Singles",1
20,190,81,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",9
29,182,75,1,0,0,0,0,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",6
32,192,102,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",7
25,170,68,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",10
24,165,63,1,0,0,0,0,"Judo","Women's -63kg","#E41A1C",17,"Women's -63kg",1
30,190,85,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",6
42,172,64,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8",15,"Men's 50km Race Walk",3
34,177,59,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",9
21,188,90,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",6
24,155,52,1,0,0,0,0,"Judo","Women's -52kg","#E41A1C",17,"Women's -52kg",5
36,191,89,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",5
31,167,52,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",3
27,173,57,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",7
25,174,105,0,0,0,0,0,"Weightlifting","Men's 105kg","#FF7F00",18,"Men's 105kg",7
28,198,92,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",7
27,173,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C",17,"Men's -66kg",9
29,163,54,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",4
18,165,55,0,0,1,0,1,"Diving","Men's 10m Platform, Men's Synchronised 10m Platform","#377EB8",16,"Men's 10m Platform",7
30,161,60,1,0,0,0,0,"Cycling","Women's Keirin, Women's Team Sprint","#E41A1C",16,"Women's Keirin",4
29,190,91,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",1
18,168,57,1,0,0,0,0,"Swimming","Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Breaststroke",2
33,192,92,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",5
22,172,60,1,0,0,0,0,"Swimming","Women's 200m Individual Medley, Women's 400m Individual Medley","#FFFF33",17,"Women's 200m Individual Medley",1
33,178,69,0,0,0,0,0,"Table Tennis","Men's Team","#A65628",17,"Men's Team",4
30,180,62,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",5
24,194,94,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",6
30,180,73,0,0,0,0,0,"Sailing","Men's 470","#984EA3",17,"Men's 470",3
21,167,75,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",2
38,174,69,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",3
25,175,73,0,0,0,0,0,"Athletics","Men's 100m","#377EB8",15,"Men's 100m",2
21,188,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C",17,"Men's -100kg",8
21,183,73,0,0,0,0,0,"Swimming","Men's 1500m Freestyle","#FFFF33",17,"Men's 1500m Freestyle",3
35,179,66,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",8
25,181,69,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Backstroke",4
26,178,61,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",8
34,162,52,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",9
30,175,74,0,0,0,0,0,"Wrestling","Men's 74kg Freestyle","#FFFF33",18,"Men's 74kg Freestyle",6
26,156,54,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",6
24,178,65,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",7
27,170,62,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",7
29,193,93,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",2
24,184,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",7
25,166,64,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",10
23,171,67,0,0,0,0,0,"Swimming","Men's 10km Marathon","#FFFF33",17,"Men's 10km Marathon",4
30,174,69,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628",17,"Men's Singles",3
25,179,69,1,0,0,0,0,"Rowing","Women's Single Sculls","#4DAF4A",17,"Women's Single Sculls",6
19,164,58,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
27,170,55,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",8
25,196,96,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",7
23,182,69,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",9
28,174,49,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",3
29,184,90,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",9
20,163,55,1,0,0,0,0,"Canoe Slalom","Women's Kayak (K1)","#FFFF33",15,"Women's Kayak (K1)",2
32,185,72,0,0,0,0,0,"Swimming","Men's 10km Marathon","#FFFF33",17,"Men's 10km Marathon",9
22,175,60,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",4
22,168,59,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A",17,"Women's Lightweight Double Sculls",9
36,201,95,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",9
26,178,84,0,0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 4x100m Freestyle Relay",7
25,173,77,1,0,1,0,1,"Judo","Women's -78kg","#E41A1C",17,"Women's -78kg",1
25,190,95,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",10
22,177,75,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",3
26,195,101,0,0,1,0,1,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",10
30,181,72,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",1
19,167,59,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",3
26,170,50,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",10
38,180,75,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",9
27,190,76,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",7
28,177,62,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",4
35,165,60,0,0,0,0,0,"Cycling","Men's Individual Time Trial, Men's Road Race","#E41A1C",16,"Men's Individual Time Trial",10
30,183,70,0,0,0,0,0,"Cycling","Men's Individual Time Trial, Men's Road Race","#E41A1C",16,"Men's Individual Time Trial",3
34,187,98,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",4
36,192,97,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",2
24,185,73,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",5
32,172,58,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",6
24,175,58,1,0,0,0,0,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C",16,"Women's Individual Time Trial",10
28,193,85,0,1,0,0,1,"Swimming","Men's 100m Freestyle, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 100m Freestyle",1
37,195,85,0,0,0,0,0,"Rowing","Men's Four","#4DAF4A",17,"Men's Four",9
35,196,91,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",7
34,185,70,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",4
32,187,82,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",2
38,170,74,0,0,0,0,0,"Shooting","Men's 50m Pistol","#FF7F00",17,"Men's 50m Pistol",9
24,187,78,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",9
22,162,52,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",4
32,202,101,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",4
28,183,80,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
24,188,75,0,0,0,0,0,"Tennis","Men's Singles, Men's Doubles","#E41A1C",18,"Men's Singles",9
27,161,63,1,0,0,1,1,"Weightlifting","Women's 63kg","#FF7F00",18,"Women's 63kg",2
46,160,50,1,0,0,0,0,"Shooting","Women's Skeet","#FF7F00",17,"Women's Skeet",9
34,178,64,1,0,0,0,0,"Sailing","Women's RS-X","#984EA3",17,"Women's RS-X",8
24,193,75,0,0,0,0,0,"Archery","Men's Individual, Men's Team","#E41A1C",15,"Men's Individual",7
25,180,77,0,0,0,0,0,"Athletics","Men's 100m","#377EB8",15,"Men's 100m",5
25,185,82,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",8
19,198,87,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33",17,"Men's 100m Freestyle",3
27,186,81,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",3
27,185,81,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",7
31,162,57,1,0,0,0,0,"Diving","Women's 10m Platform","#377EB8",16,"Women's 10m Platform",9
23,191,83,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 400m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",7
20,167,58,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C",16,"Women's Team Pursuit",3
19,190,86,0,0,0,0,0,"Cycling","Men's Team Sprint","#E41A1C",16,"Men's Team Sprint",10
29,186,95,1,0,0,0,0,"Athletics","Women's Discus Throw","#377EB8",15,"Women's Discus Throw",2
23,192,88,0,0,0,0,0,"Swimming","Men's 100m Backstroke, Men's 200m Backstroke","#FFFF33",17,"Men's 100m Backstroke",8
31,184,82,0,0,0,0,0,"Shooting","Men's Trap, Men's Double Trap","#FF7F00",17,"Men's Trap",4
16,175,54,1,0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 4x200m Freestyle Relay",7
23,185,84,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8",15,"Women's Javelin Throw",7
22,193,86,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
26,178,70,1,1,0,0,1,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",6
23,174,78,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",7
26,167,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",4
25,180,76,0,0,0,0,0,"Athletics","Men's 400m","#377EB8",15,"Men's 400m",10
21,163,52,1,0,0,1,1,"Judo","Women's -52kg","#E41A1C",17,"Women's -52kg",10
19,167,65,1,0,0,0,0,"Cycling","Women's Sprint, Women's Keirin","#E41A1C",16,"Women's Sprint",9
25,202,113,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",9
25,156,53,1,0,1,0,1,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00",17,"Women's 10m Air Pistol",5
29,192,107,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",8
29,183,82,0,0,0,0,0,"Swimming","Men's 200m Individual Medley","#FFFF33",17,"Men's 200m Individual Medley",6
30,194,100,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",1
20,168,68,0,0,0,0,0,"Weightlifting","Men's 69kg","#FF7F00",18,"Men's 69kg",2
28,158,50,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",9
36,178,84,0,0,0,0,0,"Archery","Men's Individual, Men's Team","#E41A1C",15,"Men's Individual",4
27,191,80,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",8
26,165,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",2
35,192,85,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",3
28,188,88,0,0,0,0,0,"Shooting","Men's 10m Air Rifle","#FF7F00",17,"Men's 10m Air Rifle",6
37,163,56,0,0,0,0,0,"Weightlifting","Men's 56kg","#FF7F00",18,"Men's 56kg",7
23,180,69,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles","#E41A1C",18,"Women's Singles",2
21,180,69,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C",18,"Men's Singles",4
22,170,66,0,0,0,0,0,"Wrestling","Men's 66kg Freestyle","#FFFF33",18,"Men's 66kg Freestyle",4
20,166,58,1,0,0,0,0,"Athletics","Women's Long Jump","#377EB8",15,"Women's Long Jump",9
32,185,96,0,0,0,0,0,"Wrestling","Men's 96kg Freestyle","#FFFF33",18,"Men's 96kg Freestyle",7
23,166,50,1,0,0,0,0,"Badminton","Mixed Doubles","#4DAF4A",15,"Mixed Doubles",9
22,180,80,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",6
31,188,92,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",9
26,204,110,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",6
28,180,65,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",10
28,186,95,0,0,1,0,1,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",7
29,194,92,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",1
28,180,69,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",7
25,170,50,1,0,0,0,0,"Athletics","Women's 5000m","#377EB8",15,"Women's 5000m",5
27,168,68,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3",17,"Women's Laser Radial",9
26,166,56,1,0,0,0,0,"Fencing","Women's Individual Foil","#984EA3",16,"Women's Individual Foil",8
32,168,67,1,0,0,0,0,"Canoe Sprint","Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m","#A65628",15,"Women's Kayak Double (K2) 500m",6
22,178,76,0,0,0,0,0,"Fencing","Men's Individual Foil","#984EA3",16,"Men's Individual Foil",1
24,172,60,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",7
29,178,69,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",2
17,169,61,1,0,0,0,0,"Swimming","Women's 200m Individual Medley","#FFFF33",17,"Women's 200m Individual Medley",3
25,170,66,0,0,0,0,0,"Wrestling","Men's 60kg Freestyle","#FFFF33",18,"Men's 60kg Freestyle",7
27,184,77,0,0,0,0,0,"Swimming","Men's 1500m Freestyle","#FFFF33",17,"Men's 1500m Freestyle",2
28,178,64,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",1
19,182,79,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",3
31,165,65,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",1
23,194,75,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",1
38,186,85,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00",17,"Men's 10m Air Rifle",6
23,187,83,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",10
20,158,48,1,0,0,0,0,"Diving","Women's 3m Springboard","#377EB8",16,"Women's 3m Springboard",2
25,165,65,1,0,1,0,1,"Cycling","Women's Team Sprint","#E41A1C",16,"Women's Team Sprint",8
29,185,88,0,0,0,0,0,"Sailing","Men's Finn","#984EA3",17,"Men's Finn",8
23,175,108,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8",15,"Women's Shot Put",5
28,178,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",6
27,191,87,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",4
31,184,83,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",5
31,158,60,1,0,0,0,0,"Cycling","Women's Omnium","#E41A1C",16,"Women's Omnium",9
27,181,73,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",7
23,163,59,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",10
29,175,58,1,0,0,0,0,"Athletics","Women's 200m, Women's 4 x 100m Relay","#377EB8",15,"Women's 200m",4
20,171,70,1,0,0,0,0,"Fencing","Women's Individual Sabre","#984EA3",16,"Women's Individual Sabre",4
24,180,72,0,0,0,0,0,"Sailing","Men's 470","#984EA3",17,"Men's 470",2
22,175,60,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke","#FFFF33",17,"Women's 100m Backstroke",5
34,180,82,0,0,0,0,0,"Sailing","Men's Laser","#984EA3",17,"Men's Laser",3
29,163,68,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",2
21,178,82,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8",15,"Men's Long Jump",1
21,169,65,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
25,185,55,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",4
22,173,65,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
20,188,81,0,0,0,0,0,"Athletics","Men's 400m Hurdles","#377EB8",15,"Men's 400m Hurdles",10
23,179,83,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",5
35,187,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",4
26,186,73,0,0,0,0,0,"Rowing","Men's Lightweight Four","#4DAF4A",17,"Men's Lightweight Four",6
21,178,69,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",2
26,180,67,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",5
36,192,105,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",7
24,180,72,0,0,0,0,0,"Shooting","Men's 10m Air Rifle","#FF7F00",17,"Men's 10m Air Rifle",8
21,170,66,0,0,0,0,0,"Diving","Men's Synchronised 10m Platform","#377EB8",16,"Men's Synchronised 10m Platform",10
20,174,59,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",10
25,179,73,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",9
23,183,78,0,0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 4x100m Freestyle Relay",9
32,191,100,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 1000m, Men's Canoe Single (C1) 200m","#A65628",15,"Men's Canoe Single (C1) 1000m",4
34,170,56,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",4
24,179,74,0,0,0,0,0,"Wrestling","Men's 74kg Freestyle","#FFFF33",18,"Men's 74kg Freestyle",2
24,185,75,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C",16,"Men's Team Pursuit",4
21,187,82,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
32,175,61,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C",16,"Women's Cross-country",10
30,175,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",1
15,170,55,1,0,0,0,0,"Swimming","Women's 100m Freestyle","#FFFF33",17,"Women's 100m Freestyle",3
24,179,76,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",10
20,190,90,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33",17,"Men's 50m Freestyle",1
24,191,80,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8",15,"Men's High Jump",5
22,193,92,0,0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 100m Backstroke","#FFFF33",17,"Men's 50m Freestyle",4
